16.0	22.0	4.125	1.1	107.875	2.049204	0.0	0.625	0.06666667	0.13333334	0.0	0.0	0.8125	0.0	2.0	0.4375
18.0	18.0	4.0	1.0	306.3889	2.5749147	0.0	0.7222222	0.11764706	0.23529412	0.0	0.0625	0.8333333	2.0	2.0	0.5555556
38.0	34.0	3.868421	1.2592592	253.39473	2.4776533	0.0	0.7105263	0.0	0.1891892	0.027777778	0.027777778	0.73333335	5.0	6.0	0.5263158
13.0	13.0	4.6923075	1.0	226.46153	1.5490584	0.07692308	0.9230769	0.0	0.25	0.0	0.09090909	1.0	0.0	0.0	0.53846157
20.0	20.0	4.85	1.0526316	137.75	1.2703604	0.0	0.85	0.0	0.42105263	0.0	0.055555556	0.8947368	2.0	2.0	0.75
27.0	28.0	4.185185	1.1666666	196.88889	1.6556674	0.0	0.8518519	0.0	0.34615386	0.04	0.04	0.88461536	3.0	3.0	0.5925926
6.0	6.0	5.5	1.0	92.5	1.5230694	0.0	1.0	0.0	0.2	0.0	0.0	1.0	0.0	0.0	0.6666667
6.0	7.0	5.5	1.0	92.5	1.5230694	0.0	1.0	0.0	0.2	0.0	0.0	1.0	0.0	0.0	0.6666667
14.0	17.0	4.428571	1.0625	154.28572	2.1138961	0.071428575	0.85714287	0.07692308	0.30769232	0.083333336	0.0	1.0	2.0	3.0	0.5714286
14.0	18.0	4.428571	1.0588236	154.28572	2.1138961	0.071428575	0.85714287	0.07692308	0.30769232	0.083333336	0.0	1.0	2.0	2.0	0.5714286
26.0	28.0	4.8846154	1.1666666	142.26923	1.2524188	0.03846154	0.6923077	0.0	0.2	0.0	0.0	0.875	2.0	2.0	0.53846157
26.0	28.0	4.8846154	1.1666666	142.26923	1.2524188	0.03846154	0.6923077	0.0	0.2	0.0	0.0	0.875	2.0	2.0	0.53846157
14.0	12.0	4.285714	1.0	296.92856	2.0123217	0.0	0.9285714	0.0	0.30769232	0.083333336	0.0	1.0	2.0	2.0	0.42857143
14.0	12.0	4.285714	1.0	296.92856	2.0123217	0.0	0.9285714	0.0	0.30769232	0.083333336	0.0	1.0	2.0	2.0	0.42857143
29.0	33.0	4.793103	1.32	125.655174	1.9828457	0.06896552	0.7586207	0.035714287	0.42857143	0.0	0.11111111	0.9166667	4.0	6.0	0.6551724
29.0	33.0	4.793103	1.32	125.655174	1.9828457	0.06896552	0.7586207	0.035714287	0.42857143	0.0	0.11111111	0.9166667	4.0	6.0	0.6551724
40.0	42.0	4.125	1.4482758	338.675	2.0454786	0.0	0.95	0.051282052	0.35897437	0.02631579	0.0	0.96875	5.0	6.0	0.475
40.0	42.0	4.125	1.4482758	338.675	2.0454786	0.0	0.95	0.051282052	0.35897437	0.02631579	0.0	0.96875	5.0	6.0	0.475
16.0	17.0	4.1875	1.0625	150.0	1.4663196	0.0	1.0	0.06666667	0.4	0.071428575	0.0	1.0	2.0	2.0	0.4375
12.0	12.0	4.9166665	1.0	230.83333	0.8276777	0.0	0.6666667	0.0	0.27272728	0.0	0.0	0.72727275	0.0	0.0	0.6666667
16.0	15.0	4.3125	1.0714285	150.8125	2.0096443	0.0	0.75	0.06666667	0.26666668	0.0	0.0	0.75	2.0	2.0	0.625
27.0	27.0	3.851852	1.2272727	214.85185	1.7962472	0.0	0.8518519	0.0	0.3846154	0.0	0.12	0.875	3.0	3.0	0.5555556
27.0	27.0	3.851852	1.2272727	214.85185	1.7962472	0.0	0.8518519	0.0	0.3846154	0.0	0.12	0.875	3.0	3.0	0.5555556
37.0	47.0	4.4864864	1.4242424	176.64865	2.1630402	0.0	0.9189189	0.0	0.2777778	0.0	0.0	0.93333334	5.0	5.0	0.6216216
37.0	47.0	4.4864864	1.4242424	176.64865	2.1630402	0.0	0.9189189	0.0	0.2777778	0.0	0.0	0.93333334	5.0	5.0	0.6216216
19.0	19.0	5.7894735	1.0555556	297.10526	1.3360302	0.0	0.7894737	0.055555556	0.44444445	0.0	0.11764706	0.8235294	2.0	2.0	0.68421054
19.0	19.0	5.7894735	1.0555556	297.10526	1.3360302	0.0	0.7894737	0.055555556	0.44444445	0.0	0.11764706	0.8235294	2.0	2.0	0.68421054
